id,category,text
1327285024052436994,2,Great point. We are learning a lot about the long-term effects of naturally acquired COVID. They're not good.  We'll have enough evidence from tens of thousands in trials to be able to say that a vaccine is a much safer bet. https://t.co/PQAQ94yTeG
1334970267458789378,1,"60 years after Coronation Street's first ever episode was shown, and 40 years after John Lennon took his final breath, another historic event takes place on December 8 - the first administration of a #COVID19 vaccine."
1333874790990491653,1,"BREAKING: North Carolina will get the Pfizer coronavirus vaccine after FDA approval, said Gov. Roy Cooper Tuesday. It will be free for everyone. https://t.co/mXXcdnPrDb"
1326038674203684869,0,@CTVToronto @ColinDMello @GlobalEdmonton @globalnewsto  @CP24 @CBC @fordnation @JohnTory @TOPublicHealth  Q.  Why would anyone want a vaccine that is 90 percent effective AFTER 2 doses when it's been documented that 99.5 of humans beat it without a vaccine? #coronavirus #COVID19
1340474047583322114,0,Do NOT take Covid-19 Eugenics DNA Genocide Vaccine. Tennessee Nurse Collapsed ten minutes after Shot.
1326136312349536258,1,Testing timeline: What’s ahead for COVID-19 vaccines https://t.co/ltBVKqQGNL
1325792325788815362,2,Very promising! This may not be the vaccine that the general public gets due to need for cold storage. But it may be useful for healthcare workers and other high-risk people. https://t.co/VNDySicN95
1334845014254505999,1,BREAKING: NASA Medical Division projecting to commence trials for their COVID-19 vaccine in early  2035. (Depending on funding increases) https://t.co/IP9ws4ETzh
1325707222194778112,1,"""We should certainly take this alert seriously"" says Prof Wendy Barclay, a virologist at Imperial College London, adding that a ""key question"" is whether this mutation in the spike protein of Covid-19 would prevent a vaccine from working #R4Today https://t.co/EK6ZU9v1wz"
1326221343986216960,0,"@GMB People want a vaccine, for a virus with 99.95% survival rate. A virus they don’t fully understand yet have created a vaccine in less than a year that will alter your DNA. They’re so confident in it they made sure no one in the process has any liability.   https://t.co/oBrVU2Gksb"
1326116633467789312,1,"Brazil suspends trials of China's coronavirus vaccine, citing 'serious adverse event' https://t.co/BaWn7uw0dx"
1325693690891837441,2,"We are also supporting @ASEAN and its subregional frameworks intensify regional cooperation on #COVID19 and vaccine security. We support the collective move toward ASEAN Vaccine Security and Self-Reliance, as adopted by the ASEAN leaders in Bangkok a year ago in November. https://t.co/PNiZpyqD29"
1326142137919008769,2,Lmao. I hope they make good use of this vaccine. https://t.co/DGU75xusGO
1330671289363820546,1,Russia claims its pioneering Sputnik V Covid-19 vaccine will cost less than Western rivals as US pharma giants announce price tags https://t.co/WqYVEZXIsx https://t.co/zvepZmrHNR
1325955580595417089,0,Keep your children healthy. Don't let anyone inject them with experimental Covid 19 vaccine (or any vaccine). It is your responsibility as a parent to protect your child. https://t.co/yGqwa3830B
1326634735980978178,0,Petition: Prevent any restrictions on those who refuse a Covid-19 vaccination https://t.co/mGcV3Y1yxv
1326195191640956928,2,"Thank you to the stellar and steadfast leadership of President @realDonaldTrump a vaccine is now available no thanks to Biden! Instead of a dark winter, we will have a great Christmas! Enjoy! #CovidVaccine 🇺🇸 https://t.co/D9yjmxYRHq"
1340812648003203072,1,"Ding dong, Muslim's wont take it &amp; will be exempt under their ""Religious Rights""Watch this space....They already question whether the COVID-19 vaccine was permissible for use under ""Islamic law""....👇👇👇https://t.co/6PaZcxFPEw"
1325872843662483456,2,Gotta git me one of them vaccines boy!! https://t.co/sHpTnrOdVV
1338020876789440513,0,@WhiteHouse This is catastrophe no please killing innocent civilians and children with vaccine is FDA lies tested in dogs and mice not humans and it killed all mice they are not like us covid-19 needs antibody treatment no vaccine FDA lied to the usa today about the cure
1344111146664677380,0,"There is no proof the vaccine actually works. You’ll know after 4th winter season passes in 2024. Every coronavirus vaccine in past trials always shores up defenses immediately, but FAILS when coronaviruses mutate and the body’s immune system is unable to fight the new strain. https://t.co/wfioDUD4xc"
1340800810909888514,2,So they wasted this miracle vaccine on someone with virtually no chance of a bad outcome from covid while seniors are still in solitary confinement? https://t.co/cPdr6fPSYX
1326115831890268160,2,"@NatalieFoskett @NigelKellow @thespacepirate I have serious lung disease and I will take it if my doctor recommend it, sorry Natalie we disagree on this no vaccine is 100% safe to everyone, and if you take covid19 and you knew you could have had the vaccine where does that leave your family then .."
1336271715945607173,2,"Thanks for helping the world #MargaretKeenan #Pfizer ! You did history, Maggie! 👏 Cannot wait to be vaccinated. https://t.co/1L1qufmOgx"
1325770354187497472,2,"🚨This would be great news-  Covid-19 vaccine from Pfizer and BioNTech is strongly effective, early data from large trial indicate https://t.co/TQpbFGnzVM via @statnews"
1334562424469549056,1,"Oklahoma could receive approximately 40,000 COVID-19 vaccines this month.   The first vaccines will got to frontline health care workers and workers in nursing homes and long-term care facilities.   Timeline for vaccines for the general public is still TBD https://t.co/MnUwsf3CeY"
1326172403811176448,0,"@BritainFree @simondolan @JuliaHB1 @AntiLockdownW so @MattHancock looks like wants to make COVID-19 vaccine compulsory, over my dead body am I having it.  https://t.co/zNVseBSVzu"
1325699189855105025,0,"@T_Inglesby COVID-19 = fake. Corona = common. COVID = #PsyOp for 5G cell tower radiation. Goal? slow release Lethal injection of a COVID ""vaccine"" conjured by #BigPharm 🇮🇱. All is #DepopulationAgenda by Rothschild 🇮🇱 Media 🇮🇱 will saying ""Oh no it mutated"" as millions die NO 5G IN ISRAEL https://t.co/pZD2PfqTDs"
1329844774535372804,1,"@thedailybeast @GeraldoRivera Give us a break. @realDonaldTrump  had no role in developing the vivid vaccine. No, the vaccines should absolutely NOT be named after Trump. Maybe name after the victims of #COVID19 who he ignored."
1325919576786399234,2,Good news that @pfizer announced Covid-19 vaccine breakthrough. Life will be normal soon.  Breakthrough without Federal funding pls . Congratulations to all scientists who worked to produce this vaccine.
1333467523140833287,1,Early shipments of a #coronavirus vaccine are expected to start arriving in the Bay Area in the coming weeks.   UCSF’s @Bob_Wachter joins us to share the latest plans for who might get those early vaccines. https://t.co/lUeMc09MkN
1325888659799805952,0,Iam not happy to hear that the vaccines will be available in the new year but in the same time i will be happy because I wil not wear the mask to protect the fake virus🤨👌😌😷@JoeBiden #COVID19 I will not take vaccines 💉🤒😷🤫
1325906862072586240,2,Dang. Going to be a rough winter but here we are getting actual data on when a vaccine will start being available. Great news to start the week. https://t.co/4Ynz4lDYfi
1325804703834382337,0,"is this the vaccine approved by trump and pence?  i can't take my chances when i'm dead, so i'll stay alive. thanx anyway, tho. https://t.co/QKcDw3FQv6"
1336292540568387589,1,"Oh my, I can hear the racist cat calls from here. He should give the vaccine to Somalia first. Seems fairest to me. https://t.co/e3OzVaxkTC"
1326228451255345156,0,I’m not against vaccinations but as someone who reacted to the flu jab and is also allergic to penicillin and Aspirin I worry that my life will continue to be restricted if I refuse the Covid19 vaccine #Covid19UK #vaccine #allergy #anaphylactic
1325895157670088712,0,I will not be taking any vaccine but it is good to know they do not use aborted fetal cells to make this one. Could this be why the liberals do not like this choice for a vaccine? https://t.co/3Fkx4mMstp
1346717142020988928,1,"Petition: Prioritise teachers, school and childcare staff for Covid-19 vaccination https://t.co/pPNf5EMbAy"
1325938201907900418,0,"@GregMannarino With Covid19 there is a 99% survival rate. With odds like that it‘s better to get infected with the virus than to take a chance with a vaccine that could kill, sterilize, alter your DNA or damage your immune system."
1325778438800728064,1,"NEW THIS MORNING: Early data from Pfizer trial shows COVID-19 vaccine candidate is 90% effective, company says. https://t.co/aRfwjAPPdk"
1326001099535392768,0,"@GregHuntMP Show me the evidence that Covid19 has been isolated. If it hasn't, as I suspect is the case, then the vaccine will be useless."
1333943631372189696,1,"@Northcountryboy @CBCNews In Liberal speech! This from the guy who put all our eggs in the China COVID-19 vaccine gamble and look how ""wonderful"" that worked out We are done!"
1326154261944799233,0,"Yeah, no vaccine for me now, thanks. I'll wait and see. https://t.co/XfUu83BR3P"
1326052309441384448,0,@3_resurection @LBilderberg No need for vaccines https://t.co/cPRqkVm9nG
1325805266378633216,2,my pharmacist in the group chat: Coronavirus vaccine to be out early December  everyone in the chat: 👁👄👁
1325938781812367360,2,Weird how anti-vaxxers don't mind getting a NOVEL coronavirus where we barely know the long term effects but are sudden so cautious when it comes to getting rigorously tested vaccines https://t.co/QjON1WPtZs
1336790369569132545,1,"According to @GovCanHealth, people who have previous allergic reactions to any of the listed ingredients in the Pfizer vaccine should not get the vaccine, as they were excluded from late-stage trials. #cdnhealth #covid19 #cdnpoli https://t.co/A3vzXcj7vc"
1331668287592206336,1,"COVID-19 vaccines secured for more than 270,000 Jamaicans    https://t.co/zaHsJi7GNL"
1339737492921180161,0,"In world history, there has NEVER been a Covid-19 vaccine, but I’m supposed to inject my body with one that was developed in only 6 months⁉️ NO THANKS! https://t.co/gKrPd0XGvH"
1334683010327830534,2,"Every Trump bootlicking #COVIDIOT who's encouraged Americans for mos to pretend there is no pandemic, blow off #COVID19 updates, &amp; not wear a mask should volunteer to be LAST in line to get the vaccine. @TimBurchett @JasonZacharyTN @JeremyFaison4TN @SenFrankNiceley @GlennJacobsTN https://t.co/Lhc0VMtXif"
1325676161100230656,0,say it with me... the treatment should not be more dangerous than the disease it's meant to cure! *cough* vaccines too *cough* https://t.co/vyGoo0DMSh
1325816836286377984,2,"seriously looking forward to a COVID-19 vaccine this morning, but boy do I feel sorry for all the instagram influencers who haven't yet weeded out the anti-vaxxers who follow them."
1334464827666870272,0,They'll not get the same vaccine as everyone else. https://t.co/euodxe9lrP
1338871074889601026,2,👏👏👏1st Michiganders vaccinated against COVID-19  https://t.co/kWfwNakg9T via @michiganadvance
1337164127563821060,1,1/3 of people get fatigue from saline placebo vaccines? Fascinating how our 🧠 can trick us. https://t.co/7I9PhoRPub
1335452263565815811,1,San Diego COVID-19 vaccine trial participant speaks out about experience #SmartNews  https://t.co/jQz9ZodhU6
1326088767413886979,0,I have a question; If we already know that Covid-19 has mutated and produce a different strain that has affected people differently (some say more harshly). How can a vaccine adequately protect people from a constantly mutating virus Am I missing something or am I stupid
1337513850472701952,0,Any logical person would want to know about the side effects of the vaccine if you don't care about the spiritual side of it. Many highly published physicians have said that ivermectin was effective for Covid-19 prophylaxis but WHO and others are pushing this vaccine agenda. Why https://t.co/ulDIoBg9ZV
1325774733498085378,2,"Fingers crossed: Pfizer’s coronavirus vaccine is more than 90 percent effective in first analysis, company reports By Carolyn Y. Johnson  https://t.co/nicbtALqan"
1325709699451400192,1,"Scientists are in a race to get a Covid vaccine ready before Christmas, with Ministers believing it is the only way to get Britain out of its current cycle of lockdown and other restrictions on personal freedoms. https://t.co/74uAPLomUj"
1328384698977050627,1,#Moderna s vaccine used on just 92 covid-19 positive cases and how we will relay on that study. need further  more cases.
1326042563116085248,1,Trump says Pfizer withheld announcement on COVID-19 vaccine before election https://t.co/Bzh3sFFSMW https://t.co/kxa7LyeOjK
1337332563552083968,0,"These vaccines are quite unpredictable, no point in trusting them blindly! https://t.co/Zg8yyYm1Xb"
1325667050057052160,1,"@benspolitics @Abe95319941 @Arr_Me_Matey @HitsuiBunny @JessicaHuseman Asthma is not preventable at all, first of all, and some people are genetically predisposition-ed to diabetes and other issues, and the flu has vaccines to prevent catching and medicines to take if you get it. Coronavirus does not have those."
1325989350853799936,1,"@alifarhat79 I just hope people know that we won't see any vaccine until next year. They still need to wear and mask, wash their hands and keep a distance.  https://t.co/maxgv1EqUj"
1326105064411426818,2,Please god let this be the light at the end of the tunnel 🙏🏻 PLEASE can we live normally again in 2021 💫 #vaccine https://t.co/9FFEFNdUB6
1330826048607580161,1,"A quick reminder that Cambridge, not known for its one-upmanship with Oxford, is apparently working on a vaccine for all coronaviruses. https://t.co/AWNMxgJFOO https://t.co/3grcsRFa2a"
1325834651953459202,0,"See alot of questions concerning receiving a  coronavirus vaccine.  ABSOLUTELY NOT, I do not comply, I REFUSE to accept ANY vaccine! Nope, nope, and nope! Why? What will it do? Idk, but not going to take one and find out! Some things are irreversible."
1329095711691075585,1,Reading @beckershr Pfizer says its COVID-19 vaccine is 95% effective https://t.co/9Bepd02idP
1340616417868132354,1,"Why is it costing ""BILLIONS"" for states to deliver Covid-19 vaccine? Are they going freaking door to door?Seems a huge profit involved....."
1339158234733699073,0,"ALARMING: PFIZER STUDY: 84% OF PARTICIPANTS Who TOOK CORONAVIRUS VACCINE Had Adverse Reactions Ranging From FEVER, CHILLS, VOMITING, MIGRAINES, MUSCLE PAIN, HEADACHES, INJECTION SITE REACTIONS - https://t.co/hqSzRs8lV1 https://t.co/k3VaRKBNTG"
1334126835798511618,2,"Hey @KizzyPhD! As we get closer to #vaccination against #COVID19 becoming available, promoting #education about vaccines is more important than ever! Check out Vax-Force! A children’s book that uses superheroes to explain the #science of vaccines. https://t.co/ork3g88wWS"
1339960534020534275,0,Well it arrived on Tuesday. I was off. I will not take the vaccine. It will not protect me from sickness and death only God can do this. I’ve been washed by the blood of the lamb. I’m protected by the most high. Covid19 did not get me. I’m not an empty vessel for evil.
1326228710081458176,1,Upbeat news on a coronavirus vaccine and a win for President-elect Biden drive stocks significantly higher. How should investors trade a potentially earlier re-opening?   https://t.co/DtwGCfQrnk
1325789815175065603,0,"@simondolan Thanks but no thanks.   https://t.co/5S8yx14xgh ""Another coronavirus vaccine participant, testing Pfizer’s candidate, similarly woke up with chills, shaking so hard he cracked a tooth after taking the second dose."""
1345770968296394754,0,Jooooooo!!! The way I'm so scared 😨 😭 May God have mercy upon us. Who accepts a trial vaccine for an innocent nation 😭😭😭😭😭 #COVID19 #lockdown #level5lockdown https://t.co/J19ggKDQWh
1327691854687711236,1,"The Trump Admin has moved to hoard future COVID-19 vaccines. Medical nationalism has happened before. 70 yrs ago, the discovery and, development of #antibiotics saw the United States weaponizing control of pharmaceutical pipelines. #science #AMR https://t.co/1qWQLL6p8r https://t.co/Dd8dHN4KuZ"
1326079905323503621,0,@CovidData2 Remember this is about fear and control to push a DNA altering vaccine like no other before it! Welcome to the #Transhuman agenda! https://t.co/8UBdxHhewv #Plandemic #ID2020 #Agenda21 #Quantumtattoo #Coronavirus #Covid19 #Greatreset
1325835015041683471,2,Great fucking news!!!!!!!!!!! Getting closer to a vaccine. You get a vaccine! You get a vaccine! You get a vaccine! No matter who your president is we all get vaccines yay!!!!!!!!!!!! https://t.co/7E0DXdGmwv
1325866975386624000,2,"I hope beyond fucking hope the anti vaxxers just shut the fuck up and let anyone who wants the vaccine, get it, without listening to wind and pish...get it or don't get it, it's an individual choice https://t.co/sVcF77FlZV"
1333657261579919361,1,"Fact check: Can a cold, flu or flu vaccine cause a positive COVID-19 test? | The Times of India https://t.co/5umJ06zSkn"
1325869228063256576,0,@SpencerFernando Riiiiiight.. and the common cold is a coronavirus but they haven’t been able to make a vaccine for it....?? I think it is likely 100% effective at preventing a ‘novel’ virus that doesn’t exist. There has never been a flu vax that is anywhere close to 90% effective. #BogusVax
1333065313341018113,1,"@ATPJudge @ABC @vandusen_cheryl @MarthaRaddatz Me and #Fauci are on the same page, and business that are not operating at full capacity should start thinking about making sure their employees are vaccinated so they can operate at maximum capacity upon release. https://t.co/aU4TeJPHZA #Biden #coronavirus #Covid https://t.co/17m9PGqqks"
1325784044580253697,0,Highly skeptical of feeling any hope about this news. Not because I don't trust vaccines but because it's been 9 months &amp; our shambles of a gov still hasn't put effective test &amp; trace into place https://t.co/pPNjta1NZB
1328487534607798272,1,"What good is a vaccine, of you're still under the dictatorship of your governor and can't leave your home without being financially drained by going to jail, and who gets the jail fees? @GovWhitmer does. https://t.co/ZZZ5hXQxd0"
1325986822451847171,0,HELL NO . Will no take any vaccine from anybody . I don't trust any of these companies pushing vaccines . https://t.co/jT5AmGsYTA
1326252115099082753,0,All my friends are so excited for me about news of the potential vaccine + assume I will be in first wave of adopters.  Then I point out it could retrigger #GuillainBarre Syndrome 🙈🙈 so ideally I need real #herdimmunity #perfectstorm #COVID19 #covid19diaries #backofthequeue
1326211478307762177,1,"The final round of Eterna OpenVaccine has begun! Submit solutions by Nov. 15, 2020, before we announce design rules to stabilize COVID-19 mRNA vaccines.  https://t.co/zE8hryu5yc  https://t.co/dcMdhiVW9q"
1334088557498130432,1,"Covid-19 vaccine co-developed by small German biotech firm BioNTech, started by a husband and wife team with Turkish roots, has been granted approval in UK.   https://t.co/Ua5AoPWWby"
1325990182726864898,2,"If the poor cannot get this, then this vaccine is fucking useless. https://t.co/i3kUvdWS9z"
1330217533769715716,2,"I am pro vaccination programs but No vaccines should be mandatory! Especially where the safety testing is rushed or skimped and greedy Pharma companies are involved. I will gladly accept vaccines produced in China, Russia or Cuba though I trust them more  https://t.co/R8Fmazvctf"
1325880742883319808,0,Don’t give a fuck won’t be taking any vaccine. https://t.co/kyW2Qy1pKJ
1339556508493901827,1,No answer on a guarantee schools won’t be delayed reopening in January from the Health Secretary.Update from Harlow MP on #CovidVaccine and the latest on #coronavirus in west Essex 👇 https://t.co/o2kL3m50PW
1326238235685777416,0,If as I've read that circa 0.5% of those contracting COVID-19 die with the virus meaning circa 99.5% live why do we need a vaccine that is effective only 90% of the time?
1331175807977451521,1,"The ins and outs of #vaccine trials  @ChemistryWorld's - Derek Lowe, lays out how the trials work, and why they get paused and restarted ➡️ https://t.co/7Bi4JW401k #COVID19 https://t.co/3POOK9lQo7"
1343862944908664832,2,"Got my Moderna COVID-19 vaccine today. I did this for my family, friends, colleagues, and patients. #COVID19 @VABostonHC #VABostonHC https://t.co/sn89uSjYf0"
1329164071455789057,2,BREAKING‼️Updated results from Pfizer said it’s #COVID19 vaccine is 95% effective (vs 90% in previous early results) and had no serious side effects. 94% effective in older adults. This is HUGE!!  https://t.co/ef2CoQQ7cV
1339354660906274817,1,“Most severe side effect of the #COVID19 vaccine: a lack of caution due to the false impression that the pandemic is over.”(@Karl_Lauterbach)
1325998683977080835,0,"@EllersDad If COVID-19 vaccine's to solve the problem like the flu vaccine solved the flu in general, I'd rather take my chances with my immune system that has been trained to face a lotta shit over my years of mechanic work, where I faced sick people and deep skin cuts which didn't get me!"
1347093272120991745,1,"6. This new chimeric virus could possibly be more dangerous than coronavirus or be immune to our current vaccines. The odds of this happening seem infinitesimal, impossible, even inconceivable, and yet this exact event has happened, multiple times, in the past!"
1326004514701385728,0,@sheilaa29594331 @LuxMeaMundiAM @epsilon3141 @florian_krammer In 75 years they have never developed a Vaccine for coronavirus. Historically vaccines take 5 to 15 years to develop and test they are still not 100% safe. Hence VAERS. You want to take a new mRNA vaccine developed in 12 months. Stupidity!! https://t.co/fRxzzVIeVz
1325673192200019969,1,"The delay has already gummed up discussions on critical issues, including plans to distribute a possible coronavirus vaccine. Speaks for itself. https://t.co/TxSoKlLXFc"
1326094040580894720,2,"A very positive day for us all... Matt Hancock has announced that ""the NHS is ready to start providing the new Covid 19 vaccine as fast and as safely possible""  The UK has already ordered 40 million doses!  #NHS #NHSThankYou #Covid19  https://t.co/Zasotk4keP"
1335596204005203973,1,"Although COVID-19 treatments have improved and a vaccine is on the way, even a mild case of the virus can cause long-term complications — including the possibility of erectile dysfunction. https://t.co/3aZ3XRitZA"
1326198121630720001,2,Organisers of football’s European Championships and the Tokyo Olympics next summer are hoping that the development of a coronavirus vaccine will aid plans to stage the global sports events | @martynziegler https://t.co/dQmm4HKbFz
1338533765853876224,0,I feel like in 10-15 years the commercial will come out “did you or a loved one take the covid-19 vaccination if so you may be entitled to financial compensation”.#CovidVaccine #Covid19
1326204811394641922,0,"I won’t be taking any rushed vaccine, I don’t need one and neither do most other people https://t.co/BYZSSMJ40Z"
1326112263229632512,0,"Elated at the news of covid19 vaccine even though I won't take it, but, it gives me the opportunity resume my passion for international travel from spring next year ✈️✈️✈️🛫🛫🛫🛫🏃#Iceland #volcanomarathon https://t.co/KIf9hAUJLg"
1325904123775037440,0,I think this is a contextual statement...but I agree with it. I think my answer might change if I was considering whether my 75 yr mom should take it. But appears that not taking it is much better option for younger people. The less dependent our bodies are on vaccines the better https://t.co/bpLH8e6CRV
1326058945270611969,0,"@kingshenry @vanguardngrnews Never take no vaccines for covid-19 people. That's a coy to deceive people. In essence, it's a microchip that would be user for monitoring people. As soon as Trump lost, they're all talking about the vaccines. Be warned. 666 is here."
1347295228114345985,2,"Yes. However, reinfection is unlikely. This isn't to say you should not #wearamask or #socialdistance, but the good news is vaccinations against #Covid19 are likely to be very effective. https://t.co/qePxTl9ARP"
1325789776704909315,2,"A coronavirus vaccine?! Hell yeah, isn't the human race great, now we can go back to normal and bac-  *remembers anti-vaxxers exist*  Oh. Ah well, see you in Lockdown 7 in 2023. #vaccine"
1329055536818556935,1,Pfizer announced more results in its ongoing coronavirus vaccine study that suggest the shots are 95% effective.​ https://t.co/ALq3V6hgLd
1338435137688702977,0,The world DOES NOT need a SARS COV 2 vaccine. It has rushed the testing and it transforms the body to manufacture the disease particles itself so that the body can initiate a response. You can't sue the manufacturers and the govt body (that admin liability payments) is corrupt. https://t.co/ZmAPSekUwN
1326227492038987785,2,It’s happening again. @pfizer’s vaccine better be ready pronto. https://t.co/EOockZSaru
1325850574588424196,2,"Encouraging news about #Covid19 vaccine today... then the man responsible for delivering it to the right people quickly, Spaffer Johnson, comes over the hill w/ his clunky metaphors about cavalry &amp; tooting bugles &amp; ""over to the Brigadier"" #ToryShambles #BorisJohnson #arewefucked?"
1326164587624980480,0,@tedcruz Don’t be silly. COVID-19 is still prevalent and dangerous. The vaccine trial is an RNA based vaccine instead of a DNA based vaccine. It’s got lots of challenges ahead and has only been tested on a small sample. IT’S NOT A CURE!
1329081418534641665,1,"Pfizer also says it’s vaccine had no series side effects. If the FDA authorizes the two-dose vaccine, Pzifer says it could have up to 50 million doses available by the end of the year. A reminder, this vaccine needs to be kept at 94 degrees below zero. https://t.co/KoH30RIIyP"
1325844953214431234,2,screw the COVID-19 vaccine hook *this* to my veins
1326211412566355973,1,"In the News 📰: @skepticalIDdoc is skeptical! Dr. Gerald Evans comments on Pfizer's early results from it's coronavirus vaccine trial, suggesting a 90 per cent efficacy rate at preventing COVID-19. https://t.co/8B8WtqLIdW"
1325770797408002050,2,Some encouraging SARS2 vaccine news out today. https://t.co/ENJXxPrsqd
1329097884164349952,0,"the pastor said:  “I’m not going to get the coronavirus. I’m not going to give anybody the coronavirus, because I can’t get it, because I talked to God about it, and I’ve taken my vaccine. My vaccine is Psalm 91, and I am free from that mess.” https://t.co/ETlOX5u03N"
1340916663269539840,1,Doctor who tested Covid-19 vaccines on a thousand volunteers finally gets his shot https://t.co/Z60IpRDrpw
1325683343447388160,2,@cdpedigo @yelgeb @naomirwolf What a pity the evidence currently indicates that having COVID-19 doesn't confer immunity from reinfection - definitely not for life and possibly not even for a few months. If there's no immunity there's no HERD immunity. Immunity can only work if there's an effective vaccine.
1334544688980905988,1,The UK’s @MHRAgovuk has become the first regulator in the world to approve the @pfizer/@BioNTech_Group COVID-19 vaccine. What will the decision mean for the British public? Find more here: https://t.co/jIe7oconYN.
1325682355873312768,1,"When COVID-19 vaccines are ready for distribution, our global network will use its decades of experience, cold chain capabilities and sensor-based logistics to deliver these critical shipments safely and quickly. More: https://t.co/uXPREZBQlq #TeamFedEx https://t.co/kcBbEVixAP"
1336297223643156480,1,A 90-year-old UK woman becomes the first in the world to receive a COVID-19 vaccine outside of trial  https://t.co/5tkBmudI82
1325880107593068546,0,I won't take @pfizer's damn vaccine. https://t.co/VHRgwBqBXq
1341087786951192579,2,@acnewsitics Funny how all the scumbags who said non sense like this or downplayed #COVID19 are first in line for the vaccine. How does that work again?They are getting a vaccine for something that “isn’t real” yet they are first in line? They all have blood on their hands.
1328030069424533504,0,"Okay, so. . . I've been onboard with this for a bit, but a vaccine implies a preventative measure.  Your fifteen minutes are up, Doctor. https://t.co/JaNaNoSSan"
1325809877147672577,0,Really ? An experimental vaccine which puts coronavirus RNA into the patient ? That hasn't ever been attempted before. What could go wrong ? #GMO humans ? No thanks. Storage prob too as it has to be kept at -80C. https://t.co/5xqKVKHARk
1325808485775368197,2,"Major, positive news this morning about the effectiveness of a COVID-19 vaccine being developed by the joint effort of Pfizer and BioNTech."
1338151904140951552,0,I don’t trust these people to make a safe vaccine. https://t.co/NHGVQx6bVF
1345362146943754241,1,Need to watch this closely because our first #Covid19 vaccines will likely come from Delhi  #COVAX #GAVI #health 😷💊 https://t.co/YUPl3OFIjJ
1325887000260521985,1,"""Last, any vaccine must overcome public scepticism. Nearly half of American adults surveyed said they might not get a Covid-19 vaccination if one was available today.""  https://t.co/CfKYOAYaX3"
1325672856567476229,1,"via @PerilofAfrica  AstraZeneca COVID-19 Vaccine Production Starts in Australia, Reports Say: MOSCOW (Sputnik) - The CSL Limited company starts producing the University of Oxford/AstraZeneca coronavirus vaccine on Monday, Australian media report. https://t.co/REMoGPgN09 https://t.co/M6i5QT3juF"
1326233074896670723,1,"in case any tr*mp supporters still follow me, this vaccine had nothing to do with this administration. this is a blatant lie, and you are all so foolish to idolize and believe these people for the last four years. https://t.co/MAHWdtlxyv"
1326072031138336770,2,omg happy pfizer COVID-19 vaccine !
1337181215426637826,2,Hockey is fun. But it's unimportant compared to people who are dying and health workers who are at risk.Vaccines should not be subject to the whims of private capital. #NHL #COVID19 https://t.co/ikl9p12yUD
1325665252437004288,2,This is fantastic.   Not to mention:  -summer is coming up for them -maybe a vaccine starting to roll out in the next few months -better treatments -better testing -better mitigation measures -things are getting back to normal (plus strong borders) https://t.co/4oyqHEtFAr
1325779313745162240,2,I'm also hoping for some good social implications for a covid-19 vaccine. It could rapidly transform our world in a way that a majority of people could appreciate. The anti-vaxxers will slither back into the shadows.
1325865339205382145,2,"Pfizer developed a #vaccine for coronavirus with 90% prevention ability. Finally, some good news in 2020."
1325877936407388163,2,Good news on how soon a Coronavirus vaccine might get us back to normality: https://t.co/eMpuHEprSY
1329072847340224515,2,So we now have 2 mRNA vaccines with an almost 95% efficacy in under a year. Amazing.   Now to the challenge of distribution and vaccination. #vaccines #pfizer #Moderna #Covid_19 #Covid https://t.co/DOTJqJuUJz
1344480587004801025,0,@AmyMek Wait for a regular vaccine (inactivated coronavirus) to come from regular (non greedy and thorough) pharma companies like @Novartis and @BharatBiotech.. They are still in testing phases as these guys are thorough!
1334519204708540425,0,"As much as there are probably others that need it more, political figures and celebrities have always played a part in popularizing getting vaccinated.  Someone needs to pay the top anti-vax ""celebrity"" to get it and see what happens. https://t.co/SvmL3o8Vht"
1326115185950658564,0,Pro/Anti vaccine. Makes no difference. Coronavirus has a 99.9% survival. A vaccine simply isn't needed.
1325834151300304899,0,This is super misleading. Without a challenge trial to ensure 100% viral contact there’s no way to state the vaccines efficacy in such a definitive way. What if that 90% just didn’t come in contact with the virus? https://t.co/dU8PaD4tYZ
1332812279293779968,1,Why Oxford's Covid-19 vaccine could do more for the world than other shots https://t.co/ErPEfYQvq7 https://t.co/G2Ka7GI8Zu
1345233335312904192,0,Astonishing! Medical professionals refuse unproven vaccine for a not-terribly-dangerous illness https://t.co/cmsP5rjT5D
1337501264725176321,2,@TheLaurenChen Good. Everyone should do their own risk management (brand new virus vs brand new vaccine). I'll take my chances with the vaccine- could be wrong.https://t.co/mGnSPaqQzb
1325784145297985536,2,"Some good news today. Among the vaccine manufactures the Philippines is in talks with is Pfizer, through the Department of Foreign Affairs. Fingers crossed the findings hold up till the end of trials https://t.co/W6tkhO3c3M"
1336450156120576001,2,"So, I wasn’t allowed to say anything until today, but it's now okay for me to share that I volunteered for the Covid-19 vaccine. The vaccine is the one that has been developed in Russia. It is in 6 different stages and I received my first dose at 7:45 this morning and I wanted"
1325895875772571648,0,@Johnnydontlike let convicts get Covid vaccine first. Then he can’t use Covid19 as excuse to empty prisons. I’m not getting any vaccine.
1332710655795707904,2,"At the Bharat Biotech facility in Hyderabad, was briefed about their indigenous COVID-19 vaccine. Congratulated the scientists for their progress in the trials so far. Their team is closely working with ICMR to facilitate speedy progress."
1325998964777349120,0,The vaccine has nothing to do with Covid19 because there is no Covid19. The vaccine is a DNA reprogramming nightmare that gives Bill Gates a patent on you. https://t.co/dDGscwbjAF
